Time Steps,h
189,"[ 3.40690017e-01  3.28550875e-01  3.59073102e-01  3.28909516e-01
 -5.53524375e-01 -3.86506081e-01  3.48817736e-01  3.46689671e-01
 -9.61416960e-03  1.96966633e-01  1.95894569e-01  3.29407275e-01
  3.39136094e-01  3.39255661e-01  3.23257089e-01 -8.99221778e-01
  3.48736912e-01  2.87210405e-01  3.34360778e-01  3.54937762e-01
  1.95326686e-01  3.41706663e-01 -1.78626299e-01  3.40113997e-01
  3.46434861e-01  2.28845134e-01  3.10040683e-01 -2.23572373e-01
  3.50830287e-01  3.12384874e-01  2.72453427e-01  3.52837354e-01
  3.44982356e-01  3.87161374e-02  3.44921976e-01  3.58936369e-01
  3.59963417e-01  3.38124901e-01  7.67251849e-03  1.61690667e-01
  2.17796743e-01  2.95210421e-01 -2.73144305e-01 -6.27026141e-01
  3.50184172e-01  3.29160720e-01 -2.78389454e-03  3.45230103e-01
 -1.05106056e-01 -2.34265471e+00 -4.59599733e+00  2.72390187e-01
  3.47760499e-01 -9.82393622e-01  3.39280009e-01  3.55601549e-01
  3.40956420e-01  3.49041164e-01  3.54740113e-01  3.52757812e-01
  3.56287271e-01  3.38689625e-01  3.21261555e-01  3.44424039e-01]"
190,"[ 0.34083417  0.32070145  0.3598141   0.33105603  0.10342699  0.32603762
  0.34094757  0.34673086 -0.1391317   0.24105033  0.31217974  0.04842365
 -0.6720545   0.35912386  0.3279663   0.33871433  0.35050905  0.31590924
  0.34531236  0.35964194  0.35912937  0.33184052  0.3126284  -0.01937932
  0.35876134  0.15759952  0.35238174  0.33894026 -0.76037323  0.30539477
  0.34941506  0.00512505  0.260629    0.34178892  0.35006315  0.35172892
  0.35197392  0.33886346 -0.03710079  0.07504702 -3.3318295   0.3509853
 -2.1410675   0.21782084 -1.3735434   0.33343995  0.22874889  0.34527418
 -0.94621336  0.35186234 -0.25817394 -0.19399196  0.34201068  0.25990272
  0.33890015  0.1988279   0.3354423   0.26260617  0.3471803   0.31398875
  0.3554901   0.28607517  0.35081244  0.34306914]"
191,"[ 0.3408519   0.32618842  0.35977298  0.32245016  0.3576774   0.08622465
  0.3146968   0.34726435 -0.0064739  -0.38330138  0.2541261   0.35924518
  0.33833155  0.35866612  0.32599458  0.35067326  0.34974447  0.30764464
  0.34737533  0.3598039   0.35911205  0.34416056  0.26465172  0.20128407
 -0.21006614  0.3293879   0.3589044   0.3419132  -0.27488816  0.29593724
  0.34769055  0.29115525 -0.01448548  0.35305077  0.34399456  0.35953847
  0.35998622  0.2716974   0.3449524   0.06950888  0.30494922  0.3502007
  0.22988099  0.34845048  0.31312048  0.3481548   0.34152725  0.34517857
  0.332179    0.27308482  0.34972477  0.3436892   0.26055014  0.35713544
  0.35581198  0.35955507  0.35190263  0.16413572  0.35854217  0.31382367
  0.31707054  0.3238364   0.34834808  0.34240457]"
192,"[ 0.34084502  0.33836126  0.35999548  0.32103947  0.32437405  0.34226656
  0.35950196  0.34529322  0.30614695  0.34472007 -0.23695743  0.34727246
  0.34488964  0.35945556  0.3216931   0.3586437   0.35031545  0.33449307
  0.3456569   0.356771    0.35989395  0.34378505  0.31899527  0.31055552
  0.3418319   0.35460657  0.35957363  0.34817767  0.30188206  0.34441203
  0.3286239   0.3137392   0.3575957   0.35719332  0.34590438  0.3599547
  0.35498628  0.34682336 -0.93064153  0.35406467  0.31865114  0.33509326
  0.34116417 -0.2120648   0.32458624  0.31499955  0.34627348  0.34511918
  0.29954317 -0.4970162   0.27255857  0.0669665   0.34106708 -2.7298093
  0.35907635  0.35971582  0.35766438  0.35899132  0.35925752  0.3182441
  0.3598353   0.31579578  0.34771776  0.3578411 ]"
193,"[ 0.3200422   0.34649426  0.35999975  0.3123902   0.34749568  0.35849485
  0.35265878  0.34531897  0.35608158  0.3580107  -0.86371577 -0.44420767
  0.35884422 -0.8173685   0.33243734  0.35949102  0.33729947  0.3491965
  0.34505245  0.35999525 -0.00940132  0.33545554  0.35219193  0.327869
  0.25075817  0.3366408   0.3599303   0.34637046  0.34193093  0.3454373
  0.35826373  0.3383238   0.34938776  0.35974804  0.34589586  0.35998246
  0.16876201  0.34375548  0.22804421  0.35645828  0.31891     0.34069353
  0.34053403  0.34573385 -0.04331142  0.34480956  0.16219003  0.34510034
  0.3256682  -0.6077275  -0.507565   -0.36191976  0.34001684  0.29670504
  0.35995537  0.35998783  0.35897878  0.3329824   0.34079814  0.31049556
  0.35997418  0.34119385  0.34723857  0.35928792]"
194,"[  0.31702936   0.32919088   0.35999992   0.33635795   0.32923755
   0.3508826    0.3473549    0.3453578    0.3578197    0.359406
   0.3234792    0.31452584   0.3596155    0.07561499   0.33350194
   0.35997903   0.3475446    0.3566439    0.35809967   0.3599975
   0.34526977 -13.057684     0.3566742    0.34623778   0.21080694
   0.35952553   0.35999644  -0.0390304    0.34644106   0.3514134
   0.35904086   0.34614086   0.34445924   0.35995665   0.34866896
   0.35999882   0.35563263   0.34044442   0.27636474   0.3410679
   0.33632633   0.3378437    0.34077853   0.34956363   0.3513261
  -0.35673273   0.3497573    0.32720104   0.34822014   0.3478916
   0.11871645   0.2702906    0.3478596    0.31536046   0.35999447
   0.3599952    0.35326082   0.3397969   -0.39827967   0.35327664
   0.35999644   0.34544948   0.34709013   0.35987934]"
195,"[-0.05869156  0.34925532  0.36        0.35546184  0.3272875   0.34669146
  0.33089912  0.34535807  0.35932657  0.3599109   0.3313369   0.33374768
  0.35996756  0.34027687  0.34265673  0.35999325  0.35006166  0.3560033
  0.35936365  0.35999978  0.3571049   0.29159555  0.35628662  0.34726718
 -1.5028033   0.3589808   0.35999835  0.280868    0.34558457  0.2288948
  0.359771    0.3302103   0.3454934   0.3599941   0.3497977   0.3599985
  0.35995826  0.35798678  0.16138451  0.34006864  0.34473076  0.34681424
  0.15435682  0.359783    0.35214227  0.11059311  0.31935823  0.32399467
  0.34893158  0.34038725 -1.1742066   0.34737706  0.33974397 -1.714085
  0.3599962   0.35999954  0.35995322  0.3481578  -8.40345    -0.04128695
  0.35999933  0.3573759   0.33672354  0.3599812 ]"
196,"[ 0.33842027  0.3579234   0.36        0.352891    0.3592657   0.34931478
  0.01270789  0.34535232  0.35997874  0.35999012  0.33728188  0.34351045
  0.359994    0.35027397  0.3341646   0.359998    0.35881895  0.3543921
  0.35993922  0.35999998  0.3594284   0.35858095  0.35692918  0.34650204
  0.23936728  0.3598753   0.35999438  0.35018346  0.34442616  0.33657387
 -0.9853568   0.31993902  0.3438941   0.3599992   0.3500342   0.35999995
  0.35875973  0.35894388  0.3523393   0.3421062   0.35853952  0.33032656
  0.34500188 -1.4819256  -1.1780963   0.34994408  0.3591967   0.34611636
  0.34822488  0.31999904  0.33491033  0.35832024 -0.74113643  0.2501576
  0.35999858  0.35999998  0.35999542  0.35016286  0.08706844  0.3311484
  0.35999992  0.35937905  0.35831872  0.3599967 ]"
197,"[ 0.35632688  0.35903567  0.36        0.34458646  0.35780215  0.04943737
  0.33590016  0.1088489   0.35999468  0.35999215 -0.23940456  0.34517363
  0.35999867  0.3396509   0.35817185  0.3599997   0.35939705  0.33777148
  0.35998717  0.36        0.35981256  0.35114214  0.35603237  0.3465275
  0.3542754   0.35999343  0.35999984  0.34433118  0.33936775  0.32363474
 -0.03720713  0.3465268   0.34231982  0.35999984  0.335684    0.36
  0.29641694  0.35988978  0.35086522 -0.68830407  0.35935488  0.34178638
  0.35611117 -0.6043552   0.1762534   0.33038816  0.35868147  0.15363343
  0.34794942  0.3265021   0.3178305  -0.77691984  0.3586105   0.3373318
  0.3599999   0.35378677  0.35999712  0.00484949  0.3542139   0.35722566
  0.35999998  0.35950392  0.35908774  0.35999942]"
198,"[ 0.35981846  0.35988325  0.36       -0.27800417  0.26451546  0.35335153
  0.33386675  0.3028239   0.35999832  0.3599999   0.3191993   0.32702625
  0.3599998  -0.59033155  0.3322165   0.35999995  0.35992378  0.3566716
  0.35999778  0.36        0.3599667   0.34692764 -2.165886    0.35394126
  0.33486623  0.35999945  0.36        0.3431955   0.34483352  0.3469713
  0.337062    0.35020486  0.25545928  0.35999998  0.3310481   0.36
  0.35305223  0.35999554  0.329255    0.31385195  0.3599129   0.3453891
  0.35907936 -0.29861957  0.3451127   0.35480532  0.34541345  0.34804907
  0.1865985   0.3436312   0.33996105 -0.6550838   0.35982147  0.32502785
  0.36        0.3599421   0.3599996   0.3261331   0.35888383  0.35954243
  0.35931614  0.35999408  0.35988298  0.3599999 ]"
199,"[ 0.35999918  0.35998613  0.36        0.33377835 -0.10477465  0.3339831
  0.35958624  0.26175952  0.35999978  0.35999998 -0.25104386  0.32524523
  0.35999998  0.33336785  0.24938044  0.36        0.35999066  0.35894403
  0.35999972  0.36        0.35999438  0.3491213   0.21654136  0.3579506
  0.35581625  0.35999992  0.36        0.34382558  0.3579956   0.3521106
  0.35066622  0.35027936  0.3565552   0.36        0.05916584  0.36
  0.2977793   0.35999924  0.32596877 -0.03890514  0.35998878  0.35776442
  0.35958079  0.30101556 -0.22256523  0.35905585  0.3391149   0.35208783
  0.35868183  0.34840107  0.34675062  0.30696717  0.3599722   0.33991963
  0.35999995  0.3599994   0.35999995  0.3529539   0.3597395   0.35991028
  0.17750432  0.35999784  0.35998717  0.35999998]"
